Date,City,Product_Category,Product,Quantity,Product_Price
14-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,106,50
17-02-2026,Mumbai,Ghee,Buffalo Ghee,91,500
18-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,56,50
19-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,15,1000
19-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,36,500
11-02-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,120,55
21-01-2026,Mumbai,Ghee,Cultured Cow Ghee,24,500
19-02-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,83,55
24-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,23,1000
19-02-2026,Pune,Ghee,Cultured Cow Ghee,30,500
24-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,111,50
06-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,26,500
21-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,30,50
25-02-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,111,75
07-02-2026,Pune,Ghee,Buffalo Ghee,51,500
29-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,60,55
04-01-2026,Jaipur,Dairy Products,Dahi,47,45
30-01-2026,Hyderabad,Dairy Products,Kharwas,21,75
31-01-2026,Hyderabad,Dairy Products,Kharwas,10,75
17-01-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,56,55
02-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,58,500
11-01-2026,Hyderabad,High Protein Milk,Kesar Elaichi,21,100
19-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,47,500
24-01-2026,Delhi NCR,Dairy Products,Dahi,107,45
27-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,32,55
30-01-2026,Delhi NCR,Dairy Products,Dahi,8,45
13-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,63,55
30-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,81,500
20-02-2026,Delhi NCR,Ghee,Buffalo Ghee,71,500
11-02-2026,Mumbai,Dairy Products,Dahi,89,45
17-02-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,7,50
07-02-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,8,75
16-02-2026,Pune,Dairy Products,Cow Milk Paneer,30,100
27-02-2026,Jaipur,Ghee,Buffalo Ghee,16,500
04-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,85,120
15-02-2026,Jaipur,Dairy Products,Dahi,51,45
04-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,81,55
09-02-2026,Pune,High Protein Milk,Mango Milk,50,130
04-02-2026,Mumbai,Ghee,Buffalo Ghee,76,500
27-01-2026,Delhi NCR,High Protein Milk,Mango Milk,61,130
29-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,55,1000
01-01-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,92,55
25-02-2026,Pune,Dairy Products,Kharwas,120,75
18-01-2026,Pune,High Protein Milk,Coffee,57,90
23-02-2026,Hyderabad,Nutrition Rich Milk,Lactose Free Milk,79,75
16-02-2026,Mumbai,Dairy Products,Chocolate Milk,102,90
11-02-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,9,50
10-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,109,195
10-02-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,69,50
03-02-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,9,100
22-02-2026,Pune,High Protein Milk,Milk 0.5L,78,120
21-02-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,28,50
01-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,77,50
02-03-2026,Hyderabad,High Protein Milk,Kesar Elaichi,64,100
12-02-2026,Mumbai,High Protein Milk,Cacao Milk,71,120
25-02-2026,Delhi NCR,High Protein Milk,Milk 0.5L,44,120
20-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,84,195
13-02-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,81,50
20-02-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,23,55
03-02-2026,Pune,High Protein Milk,Chickoo Milk,96,120
23-01-2026,Jaipur,Dairy Products,Kharwas,100,75
31-01-2026,Jaipur,High Protein Milk,Matcha,67,125
09-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,116,1000
28-01-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,77,75
07-01-2026,Delhi NCR,High Protein Milk,Coffee,21,90
02-03-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,24,50
02-01-2026,Jaipur,Ghee,Cultured Cow Ghee,5,500
26-02-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,66,50
31-01-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,61,55
28-01-2026,Pune,High Protein Milk,Milk 0.5L,117,120
17-02-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,93,75
23-02-2026,Hyderabad,Dairy Products,Dahi,67,45
23-02-2026,Jaipur,High Protein Milk,Milk,92,75
15-01-2026,Hyderabad,Ghee,Buffalo Ghee,104,500
26-01-2026,Pune,High Protein Milk,Milk 0.5L,48,120
10-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,5,1000
11-02-2026,Mumbai,Dairy Products,A2 Gir Cow Paneer,117,195
09-01-2026,Delhi NCR,Dairy Products,Chocolate Milk,29,90
07-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,57,55
07-01-2026,Hyderabad,Dairy Products,Door Bag,60,250
21-01-2026,Mumbai,Dairy Products,Door Bag,64,250
22-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,36,500
14-02-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,113,55
18-02-2026,Jaipur,High Protein Milk,Cacao Milk,15,120
31-01-2026,Mumbai,Dairy Products,Door Bag,114,250
29-01-2026,Jaipur,Ghee,Buffalo Ghee,34,500
03-01-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,105,50
03-01-2026,Mumbai,Nutrition Rich Milk,Homogenised Cow Milk,100,50
11-02-2026,Jaipur,High Protein Milk,Chickoo Milk,40,120
12-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,82,90
10-01-2026,Mumbai,High Protein Milk,Coffee,87,90
11-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,112,1000
28-02-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,96,50
16-01-2026,Jaipur,Ghee,Buffalo Ghee,108,500
17-02-2026,Delhi NCR,Dairy Products,Door Bag,82,250
05-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,94,55
25-02-2026,Hyderabad,Ghee,Buffalo Ghee,76,500
07-01-2026,Pune,Dairy Products,A2 Gir Cow Paneer,61,195
30-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,7,1000
09-02-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,95,55
31-01-2026,Mumbai,Dairy Products,Dahi,16,45
19-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,32,50
20-02-2026,Delhi NCR,High Protein Milk,Coffee,85,90
12-02-2026,Hyderabad,High Protein Milk,Matcha,101,125
15-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,40,55
07-01-2026,Hyderabad,Ghee,Buffalo Ghee,103,500
03-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,52,1000
22-02-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,110,195
10-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,43,1000
28-02-2026,Jaipur,High Protein Milk,Coffee,28,90
31-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,7,1000
04-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,72,500
27-02-2026,Jaipur,Dairy Products,Dahi,18,45
23-01-2026,Delhi NCR,Dairy Products,Kharwas,99,75
13-01-2026,Mumbai,High Protein Milk,Milk 0.5L,80,120
14-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,5,50
16-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,57,1000
06-02-2026,Jaipur,Ghee,Buffalo Ghee,108,500
17-01-2026,Delhi NCR,High Protein Milk,Milk,15,75
31-01-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,59,55
12-01-2026,Pune,Dairy Products,Cow Milk Paneer,38,100
16-02-2026,Jaipur,Dairy Products,Kharwas,85,75
01-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,21,195
03-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,88,50
09-02-2026,Mumbai,Dairy Products,Door Bag,62,250
19-02-2026,Mumbai,Dairy Products,Dahi,109,45
19-01-2026,Mumbai,Ghee,Buffalo Ghee,96,500
25-02-2026,Jaipur,Dairy Products,Chocolate Milk,15,90
08-02-2026,Jaipur,High Protein Milk,Chickoo Milk,9,120
20-01-2026,Pune,Ghee,Buffalo Ghee,85,500
18-02-2026,Jaipur,High Protein Milk,Kesar Elaichi,109,100
10-01-2026,Pune,Dairy Products,Dahi,98,45
06-01-2026,Jaipur,Ghee,Buffalo Ghee,98,500
22-01-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,72,195
08-01-2026,Hyderabad,High Protein Milk,Milk 0.5L,33,120
12-02-2026,Mumbai,High Protein Milk,Kesar Elaichi,47,100
19-01-2026,Jaipur,Ghee,Buffalo Ghee,107,500
21-01-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,120,55
18-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,76,195
09-01-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,83,100
04-02-2026,Jaipur,Ghee,Cultured Cow Ghee,60,500
15-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,86,1000
13-02-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,35,55
01-02-2026,Pune,Dairy Products,Kharwas,99,75
27-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,110,1000
07-01-2026,Hyderabad,High Protein Milk,Chickoo Milk,6,120
31-01-2026,Jaipur,Ghee,Cultured Cow Ghee,57,500
05-02-2026,Hyderabad,Dairy Products,Chocolate Milk,14,90
24-01-2026,Jaipur,Dairy Products,A2 Gir Cow Paneer,11,195
04-01-2026,Pune,Ghee,Buffalo Ghee,87,500
13-02-2026,Jaipur,Nutrition Rich Milk,A2 Cow Milk,78,55
18-02-2026,Pune,High Protein Milk,Milk 0.5L,17,120
04-02-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,108,75
22-01-2026,Jaipur,Ghee,Cultured Cow Ghee,107,500
08-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,100,55
20-01-2026,Pune,High Protein Milk,Milk 250 ML Pouch,8,75
08-01-2026,Mumbai,High Protein Milk,Milk 250 ML Pouch,68,75
14-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,33,100
12-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,13,50
16-01-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,7,50
09-01-2026,Jaipur,Dairy Products,Chocolate Milk,26,90
17-01-2026,Mumbai,High Protein Milk,Chickoo Milk,81,120
13-01-2026,Mumbai,High Protein Milk,Chickoo Milk,9,120
23-01-2026,Delhi NCR,Dairy Products,Chocolate Milk,7,90
25-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,31,500
01-02-2026,Pune,Dairy Products,Cow Milk Paneer,74,100
19-01-2026,Mumbai,Ghee,Buffalo Ghee,31,500
06-02-2026,Pune,Ghee,Buffalo Ghee,120,500
16-01-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,30,75
12-02-2026,Delhi NCR,Ghee,Buffalo Ghee,40,500
08-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised A2 Cow Milk,47,55
11-02-2026,Delhi NCR,High Protein Milk,Coffee,16,90
23-01-2026,Jaipur,Ghee,Buffalo Ghee,8,500
24-02-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,30,55
04-01-2026,Mumbai,High Protein Milk,Chickoo Milk,12,120
16-02-2026,Mumbai,Dairy Products,Cow Milk Paneer,15,100
23-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,27,50
02-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,12,1000
22-02-2026,Delhi NCR,High Protein Milk,Kesar Elaichi,113,100
22-01-2026,Jaipur,Ghee,Buffalo Ghee,44,500
28-01-2026,Delhi NCR,Ghee,Buffalo Ghee,12,500
19-01-2026,Delhi NCR,Ghee,Buffalo Ghee,17,500
07-01-2026,Hyderabad,Ghee,Buffalo Ghee,10,500
09-02-2026,Pune,Dairy Products,Door Bag,44,250
11-01-2026,Pune,High Protein Milk,Mango Milk,120,130
10-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,9,50
12-01-2026,Pune,Dairy Products,Dahi,58,45
23-01-2026,Mumbai,Dairy Products,Door Bag,50,250
10-01-2026,Jaipur,Dairy Products,Door Bag,96,250
16-02-2026,Pune,Ghee,A2 Gir Cow Ghee,18,1000
07-01-2026,Pune,Dairy Products,Door Bag,29,250
10-01-2026,Mumbai,Dairy Products,Door Bag,16,250
11-02-2026,Pune,High Protein Milk,Chickoo Milk,114,120
02-02-2026,Jaipur,Ghee,Cultured Cow Ghee,36,500
09-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,103,50
11-02-2026,Pune,High Protein Milk,Kesar Elaichi,45,100
03-02-2026,Mumbai,Ghee,A2 Gir Cow Ghee,62,1000
16-02-2026,Mumbai,Ghee,Buffalo Ghee,114,500
30-01-2026,Mumbai,Dairy Products,Kharwas,51,75
16-01-2026,Hyderabad,Nutrition Rich Milk,Raw Cow Milk,115,50
05-02-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,99,55
19-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,26,55
25-02-2026,Jaipur,High Protein Milk,Chickoo Milk,49,120
12-02-2026,Jaipur,Ghee,Buffalo Ghee,114,500
12-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,26,120
02-03-2026,Jaipur,Dairy Products,Kharwas,6,75
12-01-2026,Mumbai,Dairy Products,Door Bag,72,250
05-01-2026,Jaipur,High Protein Milk,Coffee,23,90
27-02-2026,Delhi NCR,Dairy Products,Dahi,98,45
27-02-2026,Hyderabad,Ghee,Buffalo Ghee,41,500
21-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,96,55
14-02-2026,Hyderabad,High Protein Milk,Mango Milk,21,130
29-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,24,50
22-01-2026,Hyderabad,High Protein Milk,Milk 0.5L,36,120
02-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,103,55
27-02-2026,Mumbai,Dairy Products,Chocolate Milk,48,90
04-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,57,1000
28-01-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,31,75
02-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,74,75
06-01-2026,Hyderabad,Dairy Products,Dahi,27,45
12-02-2026,Pune,High Protein Milk,Chickoo Milk,43,120
16-02-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,52,50
11-02-2026,Jaipur,Ghee,A2 Gir Cow Ghee,66,1000
06-01-2026,Pune,High Protein Milk,Kesar Elaichi,29,100
13-02-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,111,55
01-02-2026,Delhi NCR,High Protein Milk,Coffee,91,90
20-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,115,55
12-02-2026,Mumbai,High Protein Milk,Coffee,110,90
19-01-2026,Delhi NCR,Nutrition Rich Milk,Pasteurized Buffalo Milk,67,55
14-01-2026,Mumbai,Dairy Products,Cow Milk Paneer,56,100
12-02-2026,Mumbai,High Protein Milk,Mango Milk,90,130
16-02-2026,Mumbai,Dairy Products,Kharwas,114,75
29-01-2026,Delhi NCR,High Protein Milk,Milk 250 ML Pouch,105,75
22-02-2026,Pune,Nutrition Rich Milk,Lactose Free Milk,117,75
18-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,119,120
03-02-2026,Hyderabad,High Protein Milk,Mango Milk,47,130
10-02-2026,Pune,Dairy Products,Cow Milk Paneer,16,100
19-02-2026,Pune,Ghee,Buffalo Ghee,105,500
04-01-2026,Pune,High Protein Milk,Cacao Milk,14,120
25-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised Cow Milk,75,50
15-02-2026,Jaipur,High Protein Milk,Milk 0.5L,103,120
26-02-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,89,75
01-01-2026,Jaipur,Nutrition Rich Milk,Raw Cow Milk,41,50
07-01-2026,Mumbai,Dairy Products,Cow Milk Paneer,110,100
16-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,32,50
24-01-2026,Delhi NCR,Nutrition Rich Milk,Homogenised A2 Cow Milk,48,55
20-02-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,117,50
11-01-2026,Jaipur,High Protein Milk,Coffee,93,90
22-02-2026,Jaipur,Ghee,Buffalo Ghee,17,500
02-03-2026,Mumbai,Ghee,Buffalo Ghee,18,500
25-01-2026,Mumbai,Ghee,A2 Gir Cow Ghee,117,1000
20-01-2026,Hyderabad,Dairy Products,Dahi,43,45
04-02-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,55,1000
23-01-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,11,55
07-01-2026,Mumbai,High Protein Milk,Coffee,88,90
19-02-2026,Jaipur,Ghee,Cultured Cow Ghee,100,500
17-01-2026,Pune,Dairy Products,A2 Gir Cow Paneer,104,195
11-02-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,79,50
28-02-2026,Pune,Dairy Products,Dahi,94,45
24-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,15,50
04-02-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,120,195
15-02-2026,Hyderabad,High Protein Milk,Milk 0.5L,14,120
13-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,76,500
08-01-2026,Mumbai,Ghee,Buffalo Ghee,71,500
11-01-2026,Jaipur,High Protein Milk,Milk,102,75
08-01-2026,Pune,Dairy Products,Door Bag,107,250
18-02-2026,Mumbai,Dairy Products,Dahi,53,45
31-01-2026,Hyderabad,Ghee,Buffalo Ghee,8,500
31-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,31,55
24-02-2026,Jaipur,High Protein Milk,Milk 0.5L,9,120
02-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,118,50
24-01-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,72,75
24-02-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,36,50
31-01-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,51,50
11-02-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,29,50
14-01-2026,Delhi NCR,Dairy Products,Dahi,88,45
11-02-2026,Delhi NCR,Dairy Products,Dahi,51,45
02-02-2026,Jaipur,Dairy Products,Kharwas,33,75
24-02-2026,Pune,Dairy Products,Dahi,31,45
07-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,9,1000
01-02-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,5,50
14-02-2026,Jaipur,Dairy Products,Kharwas,41,75
14-02-2026,Jaipur,Dairy Products,Chocolate Milk,56,90
24-02-2026,Pune,Dairy Products,Cow Milk Paneer,22,100
12-01-2026,Pune,High Protein Milk,Matcha,9,125
11-02-2026,Jaipur,Dairy Products,Chocolate Milk,5,90
06-01-2026,Hyderabad,Dairy Products,Door Bag,5,250
30-01-2026,Hyderabad,Nutrition Rich Milk,Homogenised A2 Cow Milk,101,55
18-02-2026,Hyderabad,High Protein Milk,Coffee,34,90
08-01-2026,Mumbai,Dairy Products,Dahi,83,45
11-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,50,50
04-02-2026,Jaipur,Dairy Products,Door Bag,52,250
08-01-2026,Hyderabad,High Protein Milk,Chickoo Milk,92,120
08-02-2026,Pune,High Protein Milk,Matcha,105,125
20-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,10,90
01-02-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,18,75
11-01-2026,Mumbai,High Protein Milk,Kesar Elaichi,78,100
27-01-2026,Jaipur,Dairy Products,Dahi,36,45
01-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,67,55
14-02-2026,Delhi NCR,High Protein Milk,Chickoo Milk,28,120
24-01-2026,Delhi NCR,High Protein Milk,Mango Milk,69,130
09-02-2026,Jaipur,Dairy Products,Door Bag,17,250
07-02-2026,Hyderabad,High Protein Milk,Kesar Elaichi,9,100
02-03-2026,Delhi NCR,Dairy Products,Kharwas,95,75
07-02-2026,Jaipur,High Protein Milk,Coffee,48,90
28-01-2026,Delhi NCR,Ghee,Cultured Cow Ghee,44,500
26-01-2026,Jaipur,Ghee,Cultured Cow Ghee,5,500
10-01-2026,Delhi NCR,Dairy Products,A2 Gir Cow Paneer,109,195
17-01-2026,Pune,High Protein Milk,Cacao Milk,36,120
09-01-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,64,55
15-02-2026,Delhi NCR,Nutrition Rich Milk,Lactose Free Milk,60,75
13-02-2026,Pune,Nutrition Rich Milk,Raw Cow Milk,83,50
10-01-2026,Mumbai,Dairy Products,Dahi,97,45
14-02-2026,Mumbai,Nutrition Rich Milk,Pasteurized Buffalo Milk,60,55
15-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,8,55
16-02-2026,Delhi NCR,Dairy Products,Cow Milk Paneer,7,100
21-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,21,50
16-02-2026,Jaipur,High Protein Milk,Coffee,8,90
06-01-2026,Jaipur,High Protein Milk,Coffee,34,90
09-02-2026,Pune,Nutrition Rich Milk,Pasteurized Buffalo Milk,104,55
28-01-2026,Mumbai,Dairy Products,Kharwas,48,75
22-01-2026,Hyderabad,Ghee,Cultured Cow Ghee,53,500
21-02-2026,Mumbai,Ghee,Buffalo Ghee,22,500
17-02-2026,Delhi NCR,High Protein Milk,Milk 0.5L,33,120
05-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,15,1000
16-01-2026,Jaipur,High Protein Milk,Mango Milk,65,130
16-01-2026,Pune,Ghee,Cultured Cow Ghee,91,500
06-01-2026,Jaipur,Dairy Products,Chocolate Milk,61,90
12-02-2026,Mumbai,Dairy Products,Door Bag,119,250
19-01-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,105,55
28-01-2026,Delhi NCR,Ghee,A2 Gir Cow Ghee,74,1000
01-02-2026,Pune,Dairy Products,A2 Gir Cow Paneer,48,195
05-01-2026,Jaipur,High Protein Milk,Chickoo Milk,40,120
08-01-2026,Delhi NCR,High Protein Milk,Chickoo Milk,113,120
22-01-2026,Pune,Dairy Products,Dahi,69,45
08-01-2026,Mumbai,Ghee,Cultured Cow Ghee,116,500
05-02-2026,Pune,Ghee,A2 Gir Cow Ghee,65,1000
07-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,91,50
17-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,111,50
03-02-2026,Mumbai,Nutrition Rich Milk,Lactose Free Milk,39,75
27-01-2026,Jaipur,Ghee,A2 Gir Cow Ghee,27,1000
08-01-2026,Delhi NCR,High Protein Milk,Cacao Milk,98,120
17-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,47,55
30-01-2026,Delhi NCR,Ghee,Buffalo Ghee,92,500
13-01-2026,Pune,Ghee,Buffalo Ghee,66,500
16-02-2026,Pune,Dairy Products,Chocolate Milk,68,90
04-01-2026,Jaipur,Dairy Products,Dahi,39,45
23-01-2026,Hyderabad,Dairy Products,A2 Gir Cow Paneer,83,195
04-02-2026,Mumbai,Nutrition Rich Milk,Raw Cow Milk,81,50
21-01-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,64,75
13-02-2026,Jaipur,Nutrition Rich Milk,Homogenised A2 Cow Milk,47,55
27-01-2026,Jaipur,High Protein Milk,Matcha,67,125
30-01-2026,Hyderabad,Nutrition Rich Milk,Pasteurized Buffalo Milk,11,55
16-01-2026,Pune,High Protein Milk,Kesar Elaichi,24,100
22-01-2026,Pune,High Protein Milk,Kesar Elaichi,92,100
22-02-2026,Hyderabad,Nutrition Rich Milk,Homogenised Cow Milk,41,50
15-02-2026,Jaipur,Nutrition Rich Milk,Pasteurized Buffalo Milk,59,55
01-01-2026,Delhi NCR,Nutrition Rich Milk,A2 Cow Milk,69,55
03-01-2026,Mumbai,Dairy Products,Dahi,92,45
28-01-2026,Mumbai,Ghee,Buffalo Ghee,109,500
22-02-2026,Mumbai,Nutrition Rich Milk,A2 Cow Milk,111,55
15-01-2026,Hyderabad,Ghee,Buffalo Ghee,21,500
27-02-2026,Hyderabad,High Protein Milk,Milk,110,75
13-01-2026,Pune,Ghee,A2 Gir Cow Ghee,79,1000
18-02-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,83,55
26-01-2026,Pune,Nutrition Rich Milk,Homogenised A2 Cow Milk,64,55
02-02-2026,Hyderabad,Ghee,Cultured Cow Ghee,39,500
10-02-2026,Hyderabad,Dairy Products,Cow Milk Paneer,5,100
01-01-2026,Delhi NCR,Nutrition Rich Milk,Raw Cow Milk,25,50
26-02-2026,Pune,Ghee,Buffalo Ghee,93,500
14-01-2026,Hyderabad,Ghee,A2 Gir Cow Ghee,86,1000
20-01-2026,Mumbai,Nutrition Rich Milk,Homogenised A2 Cow Milk,58,55
19-02-2026,Delhi NCR,High Protein Milk,Milk 0.5L,29,120
21-02-2026,Hyderabad,Dairy Products,Kharwas,59,75
13-01-2026,Jaipur,Nutrition Rich Milk,Lactose Free Milk,111,75
14-01-2026,Hyderabad,High Protein Milk,Milk 250 ML Pouch,31,75
30-01-2026,Delhi NCR,High Protein Milk,Mango Milk,115,130
16-02-2026,Pune,Dairy Products,Door Bag,67,250
07-01-2026,Delhi NCR,Ghee,Buffalo Ghee,59,500
26-01-2026,Pune,Nutrition Rich Milk,Homogenised Cow Milk,87,50
25-01-2026,Hyderabad,High Protein Milk,Coffee,6,90
23-02-2026,Hyderabad,Dairy Products,Cow Milk Paneer,90,100
19-01-2026,Hyderabad,High Protein Milk,Kesar Elaichi,120,100
19-01-2026,Delhi NCR,High Protein Milk,Milk 0.5L,105,120
12-02-2026,Pune,Nutrition Rich Milk,A2 Cow Milk,12,55
09-02-2026,Jaipur,Ghee,Buffalo Ghee,84,500
13-01-2026,Jaipur,Nutrition Rich Milk,Homogenised Cow Milk,49,50
05-01-2026,Jaipur,Dairy Products,Kharwas,98,75
20-02-2026,Jaipur,Dairy Products,Door Bag,40,250
05-02-2026,Mumbai,High Protein Milk,Milk 0.5L,105,120
22-01-2026,Mumbai,Dairy Products,Kharwas,56,75
16-01-2026,Jaipur,Dairy Products,Cow Milk Paneer,74,100
14-02-2026,Hyderabad,Ghee,Buffalo Ghee,46,500
10-02-2026,Delhi NCR,Dairy Products,Chocolate Milk,92,90
